steam_id,app_id,playtime_forever
76561198991516403,627690,11
76561198991516403,635260,2692
76561198991516403,641990,88
76561198991516403,386180,2966
76561198991516403,648800,2698
76561198991516403,654900,143
76561198991516403,658560,144
76561198991516403,304930,404
76561198991516403,677160,202
76561198991516403,715220,36
76561198991516403,466240,13
76561198991516403,760160,11
76561198991516403,799070,333
76561198991516403,815370,709
76561198991516403,863550,232
76561198991516403,865360,407
76561198991516403,915320,225
76561198991516403,915810,43
76561198991516403,945360,150
76561198991516403,1085510,19
76561198991516403,1128810,1
76561198991516403,1180380,30
76561198991516403,1225570,20
76561198991516403,1262580,97
76561198991516403,203160,807
76561198991516403,1274570,418
76561198991516403,1291500,64
76561198991516403,1301720,47
76561198991516403,431240,213
76561198991516403,1341290,904
76561198991516403,244210,1055
76561198991516403,1531720,147
76561198991516403,1549180,10
76561198991516403,43110,47
76561198991516403,1590320,35
76561198991516403,1609080,36
76561198991516403,264710,221
76561198991516403,663110,24
76561198991516403,239140,500
76561198991516403,1695840,233
76561198991516403,461040,6
76561198991516403,1782210,132
76561198991516403,578080,40
76561198991516403,1922560,285
76561198991516403,1943950,239
76561198991516403,1938090,16
76561199047259996,113400,358
76561199047259996,230410,38
76561199047259996,224260,14
76561199047259996,730,147663
76561199047259996,339610,114
76561199047259996,355180,37
76561199047259996,436150,1038
76561199047259996,444090,249
76561199047259996,466240,5
76561199047259996,755790,150
76561199047259996,1172470,3350
76561199047259996,1222680,26
76561199047259996,1262580,155
76561199047259996,244210,964
76561199047259996,1938090,199
76561199410256675,730,512
76561199410256675,1577120,1412
76561199410256675,1938090,9328
76561198087709724,4700,4552
76561198087709724,4000,2383
76561198087709724,4560,3
76561198087709724,228200,3140
76561198087709724,6060,208
76561198087709724,6000,201
76561198087709724,550,1903
76561198087709724,24960,244
76561198087709724,33930,60
76561198087709724,40380,35
76561198087709724,34330,623
76561198087709724,32510,1394
76561198087709724,55150,54
76561198087709724,72850,879
76561198087709724,104900,1520
76561198087709724,730,15676
76561198087709724,49520,2999
76561198087709724,200710,67
76561198087709724,220240,2507
76561198087709724,17080,80
76561198087709724,51100,96
76561198087709724,109600,6
76561198087709724,113420,100
76561198087709724,208090,201
76561198087709724,218230,9409
76561198087709724,230410,14038
76561198087709724,236390,10147
76561198087709724,238960,76
76561198087709724,243870,1065
76561198087709724,209870,89
76561198087709724,206500,52
76561198087709724,224260,459
76561198087709724,239220,2498
76561198087709724,257730,7
76561198087709724,221380,7592
76561198087709724,242760,538
76561198087709724,233250,2118
76561198087709724,244850,68
76561198087709724,224540,874
76561198087709724,218620,39860
76561198087709724,206420,1880
76561198087709724,252950,106
76561198087709724,107410,47
76561198087709724,241540,349
76561198087709724,242050,4269
76561198087709724,265930,209
76561198087709724,221100,1763
76561198087709724,222880,172
76561198087709724,35450,71
76561198087709724,236830,72
76561198087709724,301520,11
76561198087709724,302830,38
76561198087709724,304930,75
76561198087709724,224600,640
76561198087709724,227700,433
76561198087709724,291480,72
76561198087709724,227940,76
76561198087709724,203160,638
76561198087709724,323370,30
76561198087709724,241930,1745
76561198087709724,261640,407
76561198087709724,289650,2184
76561198087709724,274940,41
76561198087709724,298110,1589
76561198087709724,215470,20
76561198087709724,333930,515
76561198087709724,335330,1
76561198087709724,325610,11604
76561198087709724,232090,304
76561198087709724,322330,81
76561198087709724,381210,8894
76561198087709724,386360,245
76561198087709724,291550,316
76561198087709724,299360,44
76561198087709724,407530,3
76561198087709724,386070,3
76561198087709724,368500,2727
76561198087709724,431960,295
76561198087709724,438640,150
76561198087709724,444090,252
76561198087709724,446150,1633
76561198087709724,365590,2484
76561198087709724,310380,129
76561198087709724,223100,457
76561198087709724,359550,17824
76561198087709724,623990,160
76561198087709724,364360,3698
76561198087709724,493520,1265
76561198087709724,273350,46
76561198087709724,324810,16
76561198087709724,550650,77
76561198087709724,558100,31
76561198087709724,578080,21598
76561198087709724,304390,1146
76561198087709724,594650,386
76561198087709724,356190,5966
76561198087709724,632360,207
76561198087709724,594570,8517
76561198087709724,466240,160
76561198087709724,582160,4570
76561198087709724,739630,346
76561198087709724,252490,798
76561198087709724,816020,512
76561198087709724,892970,476
76561198087709724,200260,260
76561198087709724,208650,1294
76561198087709724,231430,129
76561198087709724,812140,2882
76561198087709724,306130,224
76561198087709724,1144200,537
76561198087709724,1172620,726
76561198087709724,1201540,1128
76561198087709724,1245620,4590
76561198087709724,1274570,59
76561198087709724,1238810,116
76561198087709724,1714040,79
76561198087709724,1240440,139
76561199111445797,730,122238
76561198185311370,49520,3494
76561198185311370,99900,389
76561198185311370,113400,4
76561198185311370,230410,1200
76561198185311370,271290,4
76561198185311370,226320,7
76561198185311370,253710,13
76561198185311370,252950,1482
76561198185311370,107410,10834
76561198185311370,264710,1417
76561198185311370,274620,128
76561198185311370,282660,38
76561198185311370,301520,300
76561198185311370,304050,388
76561198185311370,304930,748
76561198185311370,291480,22
76561198185311370,313120,203
76561198185311370,227940,207
76561198185311370,730,79842
76561198185311370,333930,836
76561198185311370,334230,393
76561198185311370,346110,12168
76561198185311370,407530,33
76561198185311370,339280,440
76561198185311370,354640,9
76561198185311370,351140,31
76561198185311370,363970,1478
76561198185311370,369200,61
76561198185311370,380600,119
76561198185311370,383080,221
76561198185311370,386360,2067
76561198185311370,291550,78
76561198185311370,397900,1336
76561198185311370,402840,118
76561198185311370,280790,19
76561198185311370,314000,25
76561198185311370,427270,79
76561198185311370,427730,21
76561198185311370,436150,221
76561198185311370,244930,11
76561198185311370,444090,6741
76561198185311370,444640,66
76561198185311370,365590,406
76561198185311370,470220,379
76561198185311370,495910,33
76561198185311370,273350,199
76561198185311370,513560,42
76561198185311370,545650,163
76561198185311370,550650,1151
76561198185311370,552990,17
76561198185311370,444200,48
76561198185311370,563560,11
76561198185311370,436520,98
76561198185311370,578080,4081
76561198185311370,612020,12
76561198185311370,615050,6
76561198185311370,626010,200
76561198185311370,386180,58
76561198185311370,652980,16
76561198185311370,673070,1
76561198185311370,674400,12
76561198185311370,675630,38
76561198185311370,677620,32
76561198185311370,22350,221
76561198185311370,745920,2341
76561198185311370,504370,2364
76561198185311370,755790,50
76561198185311370,252490,1970
76561198185311370,809960,11
76561198185311370,813820,3965
76561198185311370,433850,113
76561198185311370,842150,15
76561198185311370,884660,9
76561198185311370,945360,311
76561198185311370,893520,334
76561198185311370,1128810,49
76561198185311370,1172470,43
76561198185311370,431240,49
76561198185311370,1326470,1005
76561198185311370,1419170,5
76561198185311370,823130,60
76561198185311370,1782210,95
76561198447143866,550,160
76561198447143866,236390,1
76561198447143866,242760,1187
76561198447143866,49520,221
76561198447143866,291480,64
76561198447143866,730,48054
76561198447143866,397900,396
76561198447143866,431240,481
76561198447143866,436150,21
76561198447143866,244930,30
76561198447143866,444090,471
76561198447143866,489830,44
76561198447143866,304930,431
76561198447143866,739630,335
76561198447143866,755790,1721
76561198447143866,252490,3765
76561198447143866,433850,12
76561198447143866,439370,101
76561198447143866,714010,212
76561198447143866,1128810,109
76561198447143866,1085660,31
76561198447143866,1183940,129
76561198447143866,1258080,130
76561198447143866,1274570,190
76561198447143866,1276390,1
76561198447143866,1326470,1135
76561198447143866,1134570,11000
76561198447143866,1782210,389
76561199487833269,730,3078
76561198094871293,4560,7
76561198094871293,228200,2260
76561198094871293,24800,1688
76561198094871293,207230,49
76561198094871293,230410,708
76561198094871293,231060,1604
76561198094871293,236390,445
76561198094871293,243870,138
76561198094871293,242720,126
76561198094871293,224260,43
76561198094871293,231430,10361
76561198094871293,221100,45
76561198094871293,251570,1702
76561198094871293,291480,1413
76561198094871293,227940,72
76561198094871293,339610,193
76561198094871293,341300,1
76561198094871293,355840,126
76561198094871293,372000,115
76561198094871293,383150,149
76561198094871293,444090,789
76561198094871293,365590,3922
76561198094871293,495420,4674
76561198094871293,273350,123
76561198094871293,550650,7
76561198094871293,555570,234
76561198094871293,563560,141
76561198094871293,460930,7060
76561198094871293,744900,249
76561198094871293,433850,19
76561198094871293,356190,347
76561198094871293,304390,548
76561198094871293,730,480
76561198094871293,955050,2
76561198094871293,985810,18
76561198094871293,1172470,13649
76561198094871293,1238860,538
76561198094871293,1254120,153
76561198094871293,680420,771
76561198094871293,1238810,1506
76561198094871293,1623660,19
76561198094871293,1517290,426
76561198094871293,826630,295
76561198094871293,582660,126
76561198094871293,1782210,6
76561198094871293,1797880,6
76561198094871293,578080,51
76561198094871293,1938090,2
76561198149428112,242720,44
76561198149428112,271590,255
76561198149428112,730,68424
76561198149428112,714010,23
76561198149428112,1025580,204
76561198149428112,1046930,52
76561198149428112,1568590,62
76561198181529977,550,312
76561198181529977,105600,4075
76561198181529977,20920,26
76561198181529977,109600,114
76561198181529977,206210,29
76561198181529977,218230,45
76561198181529977,230410,582
76561198181529977,243870,196
76561198181529977,209870,1
76561198181529977,223710,45
76561198181529977,271290,12
76561198181529977,224260,87
76561198181529977,253710,6
76561198181529977,108600,307
76561198181529977,304050,12
76561198181529977,304930,51
76561198181529977,291480,421
76561198181529977,227940,15
76561198181529977,214490,329
76561198181529977,289650,512
76561198181529977,268050,813
76561198181529977,333930,312
76561198181529977,355840,6
76561198181529977,357070,5
76561198181529977,365300,54
76561198181529977,365670,1449
76561198181529977,386360,29
76561198181529977,407530,21
76561198181529977,208650,1753
76561198181529977,371660,774
76561198181529977,429790,18
76561198181529977,431960,3356
76561198181529977,444090,1461
76561198181529977,457330,7
76561198181529977,273350,22
76561198181529977,287700,442
76561198181529977,311340,67
76561198181529977,550650,18
76561198181529977,555570,11
76561198181529977,438740,449
76561198181529977,585690,7
76561198181529977,610360,56
76561198181529977,506540,93
76561198181529977,617670,80
76561198181529977,645630,105
76561198181529977,414340,193
76561198181529977,700330,85
76561198181529977,466240,100
76561198181529977,582160,1128
76561198181529977,744900,29
76561198181529977,760160,106
76561198181529977,783770,9
76561198181529977,797430,846
76561198181529977,809960,9
76561198181529977,813820,65
76561198181529977,433850,77
76561198181529977,714010,1173
76561198181529977,730,16785
76561198181529977,761890,1
76561198181529977,1089350,656
76561198181529977,1085660,1138
76561198181529977,601150,1274
76561198181529977,1172470,25297
76561198181529977,1172620,3967
76561198181529977,1174180,3499
76561198181529977,1209040,281
76561198181529977,1218900,69
76561198181529977,359550,1491
76561198181529977,1131720,314
76561198181529977,1245620,7117
76561198181529977,203160,647
76561198181529977,1281930,428
76561198181529977,1343400,1
76561198181529977,242700,15
76561198181529977,1509960,105
76561198181529977,1590320,25
76561198181529977,823130,39
76561198181529977,625340,41
76561198181529977,424840,17
76561198181529977,582660,3516
76561198181529977,1782210,245
76561198181529977,578080,511
76561198181529977,346110,184
76561198256423711,550,218
76561198256423711,620,14
76561198256423711,105600,6168
76561198256423711,99900,418
76561198256423711,200210,77
76561198256423711,207230,91
76561198256423711,212800,66
76561198256423711,230410,466
76561198256423711,108600,907
76561198256423711,304050,507
76561198256423711,304930,1605
76561198256423711,227940,19
76561198256423711,317470,17444
76561198256423711,730,9709
76561198256423711,335240,119
76561198256423711,346120,1008
76561198256423711,322330,7155
76561198256423711,372000,51
76561198256423711,381210,20
76561198256423711,386360,1955
76561198256423711,291550,13
76561198256423711,397100,15
76561198256423711,431960,613
76561198256423711,444090,11253
76561198256423711,462930,13
76561198256423711,513560,292
76561198256423711,524970,11
76561198256423711,547680,3
76561198256423711,550650,3215
76561198256423711,564710,1
76561198256423711,582500,219
76561198256423711,596650,1
76561198256423711,603880,25
76561198256423711,632360,549
76561198256423711,681500,3
76561198256423711,698780,235
76561198256423711,700330,42
76561198256423711,744900,23
76561198256423711,504370,61
76561198256423711,813820,3
76561198256423711,844870,99
76561198256423711,544920,11
76561198256423711,582010,3326
76561198256423711,967050,179
76561198256423711,977400,89
76561198256423711,1085660,60
76561198256423711,1172470,17764
76561198256423711,1209040,28
76561198256423711,1281930,14309
76561198256423711,1289310,22
76561198256423711,1343400,9
76561198256423711,1368340,9
76561198256423711,1392820,13
76561198256423711,1623660,1
76561198256423711,1714040,52
76561198256423711,1714320,125
76561198256423711,1446780,4139
76561198256423711,1782210,337
76561198256423711,346110,2237
76561198256423711,2064650,14
76561198256423711,2098350,111
76561198340009628,550,3022
76561198340009628,105600,1623
76561198340009628,230410,292
76561198340009628,8870,260
76561198340009628,65930,19
76561198340009628,222880,202
76561198340009628,108600,4376
76561198340009628,304050,147
76561198340009628,304930,1168
76561198340009628,227940,53
76561198340009628,203160,769
76561198340009628,232090,157
76561198340009628,413150,1033
76561198340009628,208650,676
76561198340009628,431960,21137
76561198340009628,439350,84
76561198340009628,444090,8
76561198340009628,460790,395
76561198340009628,477160,71
76561198340009628,555570,10
76561198340009628,582270,30
76561198340009628,607260,483
76561198340009628,666220,12
76561198340009628,698780,325
76561198340009628,700330,54
76561198340009628,774171,319
76561198340009628,794600,32
76561198340009628,813820,21
76561198340009628,714010,32156
76561198340009628,730,5224
76561198340009628,1097150,285
76561198340009628,836620,320
76561198340009628,1172470,2237
76561198340009628,1172620,1608
76561198340009628,1183940,11
76561198340009628,1240440,184
76561198340009628,1782210,342
76561198340009628,346110,128
76561198862328908,550,87
76561198862328908,22370,4
76561198862328908,41500,3
76561198862328908,620,566
76561198862328908,105600,8116
76561198862328908,22380,88
76561198862328908,109600,16
76561198862328908,200210,268
76561198862328908,230410,108
76561198862328908,265630,35
76561198862328908,242760,473
76561198862328908,218620,180
76561198862328908,269210,200
76561198862328908,108600,495
76561198862328908,304050,77
76561198862328908,38400,1
76561198862328908,291480,1
76561198862328908,227940,45
76561198862328908,324800,91
76561198862328908,346010,254
76561198862328908,297130,21
76561198862328908,351920,172
76561198862328908,365720,1
76561198862328908,367450,256
76561198862328908,219740,57
76561198862328908,291550,78
76561198862328908,236110,57
76561198862328908,413150,2989
76561198862328908,420290,1
76561198862328908,444090,1
76561198862328908,451130,189
76561198862328908,377160,3401
76561198862328908,526870,172
76561198862328908,8500,168
76561198862328908,606150,18
76561198862328908,306130,1300
76561198862328908,632360,476
76561198862328908,304930,98
76561198862328908,677620,346
76561198862328908,701160,53
76561198862328908,760160,52
76561198862328908,783770,85
76561198862328908,813820,203
76561198862328908,868270,98
76561198862328908,892970,197
76561198862328908,714010,52
76561198862328908,730,1072
76561198862328908,960090,1102
76561198862328908,1062160,18
76561198862328908,761890,1008
76561198862328908,1127400,612
76561198862328908,1085660,66
76561198862328908,1172470,13342
76561198862328908,1131720,7
76561198862328908,1281930,6175
76561198862328908,1241100,167
76561198862328908,1151340,6792
76561198862328908,1343400,401
76561198862328908,1368910,64
76561198862328908,1399780,8
76561198862328908,1408680,17
76561198862328908,1408720,10
76561198862328908,1476970,3
76561198862328908,843380,10
76561198862328908,1590320,3
76561198862328908,823130,60
76561198862328908,1568590,43
76561198862328908,1623660,1969
76561198862328908,582660,24
76561198862328908,1675900,12
76561198862328908,1240440,81
76561198862328908,489830,118
76561198862328908,239140,172
76561198862328908,1782210,24
76561198862328908,1785820,24
76561198862328908,578080,28
76561198862328908,2087030,103
76561198862328908,552500,153
76561198862328908,674020,1
76561198862328908,2075730,142
76561198862328908,2167580,12
76561198862328908,1938090,198
76561198862328908,2221490,3257
76561198862328908,1294660,129
76561199072866486,550,302
76561199072866486,105600,17236
76561199072866486,230410,196
76561199072866486,108600,12602
76561199072866486,322330,2851
76561199072866486,444090,33
76561199072866486,582500,217
76561199072866486,588430,275
76561199072866486,607260,21
76561199072866486,666860,3330
76561199072866486,304930,2
76561199072866486,774171,185
76561199072866486,730,152
76561199072866486,967050,175
76561199072866486,999860,5
76561199072866486,1172470,232
76561199072866486,1281930,8467
76561199072866486,1782210,79
76561199072866486,2098350,112
76561199096556608,550,408
76561199096556608,105600,375
76561199096556608,242760,679
76561199096556608,108600,6110
76561199096556608,251570,3370
76561199096556608,269210,113
76561199096556608,21000,30
76561199096556608,730,20715
76561199096556608,366250,26
76561199096556608,431960,6402
76561199096556608,714010,12
76561199096556608,1063730,8549
76561199096556608,1097150,770
76561199096556608,1172470,121
76561199096556608,1172620,176
76561199096556608,582010,4989
76561199096556608,1203220,1409
76561199096556608,359550,33
76561199096556608,12210,195
76561199096556608,1281930,339
76561199096556608,1241100,20
76561199096556608,1404210,34
76561199096556608,1623660,2024
76561199096556608,231430,56
76561199096556608,424840,125
76561199096556608,1782210,102
76561199096556608,578080,24
76561199096556608,2167580,17
76561199083817979,300,190
76561199083817979,70,1
76561199083817979,220,617
76561199083817979,240,37
76561199083817979,320,22
76561199083817979,380,1
76561199083817979,4000,11780
76561199083817979,400,219
76561199083817979,550,300
76561199083817979,620,832
76561199083817979,105600,19676
76561199083817979,236390,162
76561199083817979,223710,72
76561199083817979,218620,2189
76561199083817979,271590,15736
76561199083817979,346330,23
76561199083817979,367520,1647
76561199083817979,322330,459
76561199083817979,444640,350
76561199083817979,457140,7997
76561199083817979,471710,190
76561199083817979,489830,80
76561199083817979,589870,82
76561199083817979,386180,799
76561199083817979,304930,5415
76561199083817979,677620,655
76561199083817979,700330,182
76561199083817979,739630,56
76561199083817979,783770,136
76561199083817979,848450,1769
76561199083817979,714010,13
76561199083817979,730,2933
76561199083817979,960090,5158
76561199083817979,1276390,710
76561199083817979,1281930,3608
76561199083817979,1241100,439
76561199083817979,1419170,158
76561199083817979,1453490,25
